field_filter,hobby_coding,hobby_gaming,hobby_reading,hobby_writing,hobby_music,hobby_drawing_art,hobby_sports,hobby_cooking,hobby_photography,hobby_travel,hobby_science_experiments,hobby_volunteering,hobby_debating,hobby_robotics,hobby_fashion,hobby_business_trading,grade_math,grade_science,grade_lang,grade_social,grade_cs,score_analytical,score_numeric,score_verbal,score_creative,score_social,top_course_1,top_course_2,top_course_3,top_course_4,top_course_5
all,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,64,68,47,76,100,86,58,64,100,87,Graduate Diploma in Medicine,MSc Nursing,MSc Dentistry,PhD Pharmacy,Graduate Diploma in Public Health
all,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,62,65,57,62,73,74,77,57,54,71,Graduate Diploma in Medicine,MSc Nursing,MSc Dentistry,PhD Pharmacy,Graduate Diploma in Public Health
Engineering,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,66,61,91,63,74,71,69,87,55,49,BEng Software Engineering,BEng Computer Engineering,Graduate Diploma in Robotics Engineering,BEng Mechanical Engineering,PhD Civil Engineering
all,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,70,43,96,60,71,76,71,85,45,69,Graduate Diploma in Medicine,MSc Nursing,MSc Dentistry,PhD Pharmacy,Graduate Diploma in Public Health
Engineering,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,82,67,60,62,80,86,88,67,69,52,BEng Software Engineering,BEng Computer Engineering,Graduate Diploma in Robotics Engineering,BEng Mechanical Engineering,PhD Civil Engineering
Social Science,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,71,70,48,71,45,59,84,54,57,79,MSc Economics,Graduate Diploma in Political Science,Graduate Certificate in Sociology,BSc Psychology,BSc International Relations
Law,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,66,44,93,96,51,70,38,85,51,80,LLM Law,LLM Corporate Law,LLB International Law,Graduate Certificate in Law,Graduate Certificate in Corporate Law
Health,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,66,70,63,72,72,71,64,65,49,88,Graduate Diploma in Medicine,MSc Nursing,MSc Dentistry,PhD Pharmacy,Graduate Diploma in Public Health
Science,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,90,82,85,43,65,69,100,79,71,31,MSc Physics,MSc Chemistry,Graduate Certificate in Biology,PhD Biochemistry,Graduate Certificate in Microbiology
Education,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,55,56,79,91,43,44,56,92,52,84,BSc Education,Graduate Diploma in Early Childhood Education,BSc Educational Psychology,PhD Education,PhD Early Childhood Education
Social Science,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,84,72,68,75,73,79,67,83,82,74,MSc Economics,Graduate Diploma in Political Science,Graduate Certificate in Sociology,BSc Psychology,BSc International Relations
Education,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,76,56,91,93,53,76,64,89,49,92,BSc Education,Graduate Diploma in Early Childhood Education,BSc Educational Psychology,PhD Education,PhD Early Childhood Education
Science,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,88,89,29,43,79,78,100,29,73,54,MSc Physics,MSc Chemistry,Graduate Certificate in Biology,PhD Biochemistry,Graduate Certificate in Microbiology
Health,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,60,58,95,63,46,50,77,80,51,48,Graduate Diploma in Medicine,MSc Nursing,MSc Dentistry,PhD Pharmacy,Graduate Diploma in Public Health
STEM,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,77,85,48,38,59,78,93,54,71,30,PhD Computer Science,BSc Artificial Intelligence,Graduate Diploma in Data Science,MSc Machine Learning,MSc Cybersecurity
Education,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,84,85,89,76,82,77,59,87,84,75,BSc Education,Graduate Diploma in Early Childhood Education,BSc Educational Psychology,PhD Education,PhD Early Childhood Education
all,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,59,92,90,82,85,69,58,100,77,63,LLM Law,LLM Corporate Law,LLB International Law,Graduate Certificate in Law,Graduate Certificate in Corporate Law
all,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,81,71,78,86,57,64,76,81,63,84,Graduate Diploma in Medicine,MSc Nursing,MSc Dentistry,PhD Pharmacy,Graduate Diploma in Public Health
all,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,45,80,40,56,70,66,69,52,84,45,PhD Computer Science,BEng Software Engineering,BSc Artificial Intelligence,Graduate Diploma in Data Science,MSc Machine Learning
all,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,100,78,70,87,80,88,92,70,66,62,PhD Computer Science,BEng Software Engineering,BSc Artificial Intelligence,Graduate Diploma in Data Science,MSc Machine Learning
STEM,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,98,75,23,58,67,88,86,39,78,36,PhD Computer Science,BSc Artificial Intelligence,Graduate Diploma in Data Science,MSc Machine Learning,MSc Cybersecurity
all,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,60,59,74,74,53,70,59,70,38,66,Graduate Diploma in Medicine,MSc Nursing,MSc Dentistry,PhD Pharmacy,Graduate Diploma in Public Health
Business,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,53,71,73,72,46,54,79,75,73,66,MBA Business Administration,MBA International Business,Graduate Certificate in Finance,Graduate Certificate in Accounting,BBA Marketing
Health,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,60,28,94,98,16,41,70,89,16,87,Graduate Diploma in Medicine,MSc Nursing,MSc Dentistry,PhD Pharmacy,Graduate Diploma in Public Health
Health,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,72,83,80,76,84,56,73,74,91,76,Graduate Diploma in Medicine,MSc Nursing,MSc Dentistry,PhD Pharmacy,Graduate Diploma in Public Health
all,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,59,52,93,79,43,49,65,80,43,86,MBA Business Administration,MBA International Business,Graduate Certificate in Finance,Graduate Certificate in Accounting,BBA Marketing
all,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,90,59,66,42,50,75,84,66,44,61,Graduate Diploma in Medicine,MSc Nursing,MSc Dentistry,PhD Pharmacy,Graduate Diploma in Public Health
Arts,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,50,63,74,48,70,57,51,78,83,64,MSc Graphic Design,Graduate Diploma in Animation,Graduate Diploma in Film Production,MSc Interior Design,BFA Fashion Design
Architecture,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,77,90,68,25,83,72,75,71,96,25,Graduate Certificate in Architecture,Graduate Certificate in Urban Design,Graduate Diploma in Construction Management,BArch Architecture,PhD Urban Design
Health,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,74,66,63,88,88,90,67,78,64,97,Graduate Diploma in Medicine,MSc Nursing,MSc Dentistry,PhD Pharmacy,Graduate Diploma in Public Health
Architecture,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,68,76,37,64,78,69,86,55,89,64,Graduate Certificate in Architecture,Graduate Certificate in Urban Design,Graduate Diploma in Construction Management,BArch Architecture,PhD Urban Design
Health,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,55,53,84,77,50,72,61,68,50,84,Graduate Diploma in Medicine,MSc Nursing,MSc Dentistry,PhD Pharmacy,Graduate Diploma in Public Health
all,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,54,64,92,75,66,62,34,75,81,82,BSc Education,Graduate Diploma in Early Childhood Education,BSc Educational Psychology,PhD Education,PhD Early Childhood Education
all,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,69,61,46,61,57,92,73,56,25,51,PhD Computer Science,BEng Software Engineering,BSc Artificial Intelligence,Graduate Diploma in Data Science,MSc Machine Learning
all,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,48,55,36,54,74,77,77,35,82,69,Graduate Diploma in Medicine,MSc Nursing,MSc Dentistry,PhD Pharmacy,Graduate Diploma in Public Health
Business,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,75,68,74,90,61,58,75,72,56,67,MBA Business Administration,MBA International Business,Graduate Certificate in Finance,Graduate Certificate in Accounting,BBA Marketing
all,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,39,75,53,57,56,26,57,65,93,67,MSc Graphic Design,Graduate Diploma in Animation,Graduate Diploma in Film Production,MSc Interior Design,BFA Fashion Design
Business,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,45,58,58,69,46,49,71,78,30,63,MBA Business Administration,MBA International Business,Graduate Certificate in Finance,Graduate Certificate in Accounting,BBA Marketing
Science,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,68,87,69,69,71,77,72,66,92,68,MSc Physics,MSc Chemistry,Graduate Certificate in Biology,PhD Biochemistry,Graduate Certificate in Microbiology
all,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,54,80,86,78,59,61,60,89,69,84,BSc Education,Graduate Diploma in Early Childhood Education,BSc Educational Psychology,PhD Education,PhD Early Childhood Education
all,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,53,42,33,82,26,50,60,57,31,76,MBA Business Administration,MBA International Business,Graduate Certificate in Finance,Graduate Certificate in Accounting,BBA Marketing
STEM,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,70,64,83,50,61,71,76,77,56,49,PhD Computer Science,BSc Artificial Intelligence,Graduate Diploma in Data Science,MSc Machine Learning,MSc Cybersecurity
Law,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,61,52,78,73,53,59,63,82,58,57,LLM Law,LLM Corporate Law,LLB International Law,Graduate Certificate in Law,Graduate Certificate in Corporate Law
Health,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,60,76,94,58,51,70,82,86,35,71,Graduate Diploma in Medicine,MSc Nursing,MSc Dentistry,PhD Pharmacy,Graduate Diploma in Public Health
all,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,100,56,48,58,34,74,87,74,31,60,Graduate Diploma in Medicine,MSc Nursing,MSc Dentistry,PhD Pharmacy,Graduate Diploma in Public Health
all,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,69,73,100,96,79,75,79,82,73,93,Graduate Diploma in Medicine,MSc Nursing,MSc Dentistry,PhD Pharmacy,Graduate Diploma in Public Health
all,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,74,43,97,93,59,68,56,95,42,81,MBA Business Administration,MBA International Business,Graduate Certificate in Finance,Graduate Certificate in Accounting,BBA Marketing
all,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,53,49,71,71,72,46,40,79,83,82,BSc Education,Graduate Diploma in Early Childhood Education,BSc Educational Psychology,MSc Journalism,BSc Media Studies
all,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,70,70,75,76,64,75,66,72,67,83,Graduate Diploma in Medicine,MSc Nursing,MSc Dentistry,PhD Pharmacy,Graduate Diploma in Public Health
Social Science,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,46,73,74,77,79,71,27,82,82,76,MSc Economics,Graduate Diploma in Political Science,Graduate Certificate in Sociology,BSc Psychology,BSc International Relations
Architecture,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,54,74,62,67,92,81,69,67,88,71,Graduate Certificate in Architecture,Graduate Certificate in Urban Design,Graduate Diploma in Construction Management,BArch Architecture,PhD Urban Design
Social Science,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,85,68,81,86,62,84,71,67,57,73,MSc Economics,Graduate Diploma in Political Science,Graduate Certificate in Sociology,BSc Psychology,BSc International Relations
Architecture,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,64,59,53,41,93,76,58,61,71,48,Graduate Certificate in Architecture,Graduate Certificate in Urban Design,Graduate Diploma in Construction Management,BArch Architecture,PhD Urban Design
Law,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,57,32,97,78,65,64,33,85,55,79,LLM Law,LLM Corporate Law,LLB International Law,Graduate Certificate in Law,Graduate Certificate in Corporate Law
Health,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,61,78,64,54,63,76,76,58,62,71,Graduate Diploma in Medicine,MSc Nursing,MSc Dentistry,PhD Pharmacy,Graduate Diploma in Public Health
all,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,78,45,88,67,60,67,77,80,53,63,MBA Business Administration,MBA International Business,Graduate Certificate in Finance,Graduate Certificate in Accounting,BBA Marketing
all,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,51,62,72,71,62,82,75,69,44,78,Graduate Diploma in Medicine,MSc Nursing,MSc Dentistry,PhD Pharmacy,Graduate Diploma in Public Health
all,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,64,73,59,71,62,73,55,70,88,71,Graduate Diploma in Medicine,MSc Nursing,MSc Dentistry,PhD Pharmacy,Graduate Diploma in Public Health
all,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,65,61,66,51,51,69,64,52,40,69,Graduate Diploma in Medicine,MSc Nursing,MSc Dentistry,PhD Pharmacy,Graduate Diploma in Public Health
Arts,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,44,60,40,73,66,47,46,43,87,79,MSc Graphic Design,Graduate Diploma in Animation,Graduate Diploma in Film Production,MSc Interior Design,BFA Fashion Design
all,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,93,68,69,58,52,65,74,77,43,51,Graduate Diploma in Medicine,MSc Nursing,MSc Dentistry,PhD Pharmacy,Graduate Diploma in Public Health
Health,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,75,75,60,92,100,91,67,78,85,92,Graduate Diploma in Medicine,MSc Nursing,MSc Dentistry,PhD Pharmacy,Graduate Diploma in Public Health
Engineering,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,63,68,29,57,72,78,76,47,61,76,BEng Software Engineering,BEng Computer Engineering,Graduate Diploma in Robotics Engineering,BEng Mechanical Engineering,PhD Civil Engineering
Arts,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,69,61,63,70,66,63,68,73,88,76,MSc Graphic Design,Graduate Diploma in Animation,Graduate Diploma in Film Production,MSc Interior Design,BFA Fashion Design
all,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,80,75,70,68,85,87,79,69,64,67,Graduate Diploma in Medicine,MSc Nursing,MSc Dentistry,PhD Pharmacy,Graduate Diploma in Public Health
all,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,69,60,89,95,54,78,55,91,74,88,LLM Law,LLM Corporate Law,LLB International Law,Graduate Certificate in Law,Graduate Certificate in Corporate Law
Science,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,83,54,70,53,56,80,81,68,56,60,MSc Physics,MSc Chemistry,Graduate Certificate in Biology,PhD Biochemistry,Graduate Certificate in Microbiology
Arts,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,42,78,95,80,69,44,53,74,97,72,MSc Graphic Design,Graduate Diploma in Animation,Graduate Diploma in Film Production,MSc Interior Design,BFA Fashion Design
Science,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,75,59,97,60,59,73,87,84,61,35,MSc Physics,MSc Chemistry,Graduate Certificate in Biology,PhD Biochemistry,Graduate Certificate in Microbiology
all,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,66,71,64,66,85,70,73,60,71,59,Graduate Diploma in Medicine,MSc Nursing,MSc Dentistry,PhD Pharmacy,Graduate Diploma in Public Health
Media,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,82,83,70,88,85,83,64,73,81,92,MSc Journalism,BSc Media Studies,PhD Public Relations,BSc Advertising,BSc Journalism
all,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,87,78,85,74,60,78,100,84,69,51,PhD Computer Science,BEng Software Engineering,BSc Artificial Intelligence,Graduate Diploma in Data Science,MSc Machine Learning
all,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,85,86,52,72,70,66,71,57,66,70,Graduate Diploma in Medicine,MSc Nursing,MSc Dentistry,PhD Pharmacy,Graduate Diploma in Public Health
Business,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,74,60,85,88,77,74,79,71,69,89,MBA Business Administration,MBA International Business,Graduate Certificate in Finance,Graduate Certificate in Accounting,BBA Marketing
Social Science,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,71,83,67,78,77,77,64,70,77,90,MSc Economics,Graduate Diploma in Political Science,Graduate Certificate in Sociology,BSc Psychology,BSc International Relations
Engineering,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,64,80,26,60,84,81,80,42,89,63,BEng Software Engineering,BEng Computer Engineering,Graduate Diploma in Robotics Engineering,BEng Mechanical Engineering,PhD Civil Engineering
Social Science,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,70,42,78,79,25,57,64,75,26,91,MSc Economics,Graduate Diploma in Political Science,Graduate Certificate in Sociology,BSc Psychology,BSc International Relations
Arts,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,67,73,90,61,55,59,55,84,89,48,MSc Graphic Design,Graduate Diploma in Animation,Graduate Diploma in Film Production,MSc Interior Design,BFA Fashion Design
all,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,36,56,58,82,57,41,69,67,66,83,Graduate Diploma in Medicine,MSc Nursing,MSc Dentistry,PhD Pharmacy,Graduate Diploma in Public Health
all,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,31,60,84,71,66,50,23,71,84,85,MSc Journalism,BSc Media Studies,PhD Public Relations,BSc Advertising,BSc Journalism
all,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,82,83,44,55,77,75,63,59,79,52,MSc Economics,Graduate Diploma in Political Science,Graduate Certificate in Sociology,BSc Psychology,BSc International Relations
STEM,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,100,63,60,40,55,91,97,50,37,51,PhD Computer Science,BSc Artificial Intelligence,Graduate Diploma in Data Science,MSc Machine Learning,MSc Cybersecurity
all,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,91,76,51,57,66,78,86,49,66,76,Graduate Diploma in Medicine,MSc Nursing,MSc Dentistry,PhD Pharmacy,Graduate Diploma in Public Health
Business,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,87,69,57,53,68,87,91,67,49,69,MBA Business Administration,MBA International Business,Graduate Certificate in Finance,Graduate Certificate in Accounting,BBA Marketing
all,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,63,66,66,78,48,50,86,90,31,69,MBA Business Administration,MBA International Business,Graduate Certificate in Finance,Graduate Certificate in Accounting,BBA Marketing
STEM,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,67,90,61,64,63,73,83,63,67,61,PhD Computer Science,BSc Artificial Intelligence,Graduate Diploma in Data Science,MSc Machine Learning,MSc Cybersecurity
Social Science,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,78,49,96,88,36,70,62,92,36,93,MSc Economics,Graduate Diploma in Political Science,Graduate Certificate in Sociology,BSc Psychology,BSc International Relations
Science,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,83,65,17,50,81,71,98,29,65,53,MSc Physics,MSc Chemistry,Graduate Certificate in Biology,PhD Biochemistry,Graduate Certificate in Microbiology
Law,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,61,68,92,70,75,81,58,83,65,50,LLM Law,LLM Corporate Law,LLB International Law,Graduate Certificate in Law,Graduate Certificate in Corporate Law
all,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,58,56,81,61,36,58,75,75,53,68,MBA Business Administration,MBA International Business,Graduate Certificate in Finance,Graduate Certificate in Accounting,BBA Marketing
Media,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,31,74,81,64,67,43,48,69,89,64,MSc Journalism,BSc Media Studies,PhD Public Relations,BSc Advertising,BSc Journalism
Health,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,69,73,60,91,79,75,72,67,48,100,Graduate Diploma in Medicine,MSc Nursing,MSc Dentistry,PhD Pharmacy,Graduate Diploma in Public Health
Health,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,66,57,79,78,50,66,70,88,41,95,Graduate Diploma in Medicine,MSc Nursing,MSc Dentistry,PhD Pharmacy,Graduate Diploma in Public Health
all,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,55,49,75,69,61,50,56,72,81,74,MBA Business Administration,MBA International Business,Graduate Certificate in Finance,Graduate Certificate in Accounting,BBA Marketing
all,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,63,73,100,86,52,65,45,95,62,82,LLM Law,LLM Corporate Law,LLB International Law,BSc Education,Graduate Diploma in Early Childhood Education
STEM,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,91,96,77,54,74,85,81,64,83,49,PhD Computer Science,BSc Artificial Intelligence,Graduate Diploma in Data Science,MSc Machine Learning,MSc Cybersecurity
Law,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,47,57,94,84,81,73,49,87,65,62,LLM Law,LLM Corporate Law,LLB International Law,Graduate Certificate in Law,Graduate Certificate in Corporate Law
Arts,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,40,75,77,66,74,41,55,90,89,66,MSc Graphic Design,Graduate Diploma in Animation,Graduate Diploma in Film Production,MSc Interior Design,BFA Fashion Design
all,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,56,61,76,51,88,71,52,68,78,30,MSc Economics,Graduate Diploma in Political Science,Graduate Certificate in Sociology,BSc Psychology,BSc International Relations
all,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,76,76,31,50,88,100,96,43,54,26,PhD Computer Science,BEng Software Engineering,BSc Artificial Intelligence,Graduate Diploma in Data Science,MSc Machine Learning
Business,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,74,67,51,74,69,71,72,59,57,75,MBA Business Administration,MBA International Business,Graduate Certificate in Finance,Graduate Certificate in Accounting,BBA Marketing
Media,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,50,54,63,70,75,47,54,63,81,56,MSc Journalism,BSc Media Studies,PhD Public Relations,BSc Advertising,BSc Journalism
STEM,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,100,90,77,73,93,100,96,72,68,72,PhD Computer Science,BSc Artificial Intelligence,Graduate Diploma in Data Science,MSc Machine Learning,MSc Cybersecurity
all,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,65,63,41,68,44,43,76,59,50,90,Graduate Diploma in Medicine,MSc Nursing,MSc Dentistry,PhD Pharmacy,Graduate Diploma in Public Health
Media,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,58,75,93,56,82,61,54,73,95,41,MSc Journalism,BSc Media Studies,PhD Public Relations,BSc Advertising,BSc Journalism
all,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,72,83,53,86,73,83,85,68,94,84,Graduate Diploma in Medicine,MSc Nursing,MSc Dentistry,PhD Pharmacy,Graduate Diploma in Public Health
Media,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,80,59,86,64,97,91,46,80,80,54,MSc Journalism,BSc Media Studies,PhD Public Relations,BSc Advertising,BSc Journalism
Engineering,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,77,52,73,67,90,100,74,60,64,73,BEng Software Engineering,BEng Computer Engineering,Graduate Diploma in Robotics Engineering,BEng Mechanical Engineering,PhD Civil Engineering
all,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,80,74,86,91,69,72,76,90,70,65,LLM Law,LLM Corporate Law,LLB International Law,Graduate Certificate in Law,Graduate Certificate in Corporate Law
Media,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,43,59,69,69,80,75,39,74,89,69,MSc Journalism,BSc Media Studies,PhD Public Relations,BSc Advertising,BSc Journalism
all,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,66,79,86,56,86,76,78,82,87,41,Graduate Diploma in Medicine,MSc Nursing,MSc Dentistry,PhD Pharmacy,Graduate Diploma in Public Health
all,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,35,72,33,64,54,36,64,50,99,71,MSc Graphic Design,Graduate Diploma in Animation,Graduate Diploma in Film Production,MSc Interior Design,BFA Fashion Design
all,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,37,76,81,84,66,55,53,72,86,78,BSc Education,Graduate Diploma in Early Childhood Education,BSc Educational Psychology,PhD Education,PhD Early Childhood Education
all,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,43,69,69,78,64,50,61,66,90,76,MBA Business Administration,MBA International Business,Graduate Certificate in Finance,Graduate Certificate in Accounting,BBA Marketing
Education,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,49,68,81,94,65,63,59,76,60,75,BSc Education,Graduate Diploma in Early Childhood Education,BSc Educational Psychology,PhD Education,PhD Early Childhood Education
