field_filter,hobby_coding,hobby_gaming,hobby_reading,hobby_writing,hobby_music,hobby_drawing_art,hobby_sports,hobby_cooking,hobby_photography,hobby_travel,hobby_science_experiments,hobby_volunteering,hobby_debating,hobby_robotics,hobby_fashion,hobby_business_trading,grade_math,grade_science,grade_lang,grade_social,grade_cs,score_analytical,score_numeric,score_verbal,score_creative,score_social,top_career_1,top_career_2,top_career_3,top_career_4,top_career_5
all,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,97,73,62,66,62,68,80,70,60,44,Network Engineer,Cloud Engineer,AI Engineer,Machine Learning Engineer,DevOps Engineer
all,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,48,58,77,55,63,65,73,75,42,59,Accountant,Chartered Accountant (CA),Marketing Manager,Human Resource Manager,Operations Manager
all,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,70,63,85,55,47,69,77,77,52,74,IT Project Manager,Accountant,Chartered Accountant (CA),Marketing Manager,Human Resource Manager
Healthcare,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,47,52,59,81,42,71,67,64,43,90,Doctor,Nurse,Pharmacist,Medical Lab Technologist,Medical Researcher
Business & Finance,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,56,76,38,71,60,62,61,38,53,79,Investment Banker,Auditor,Management Consultant,Banking Officer,Digital Marketing Specialist
Media & Creative,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,84,87,86,79,61,69,70,88,73,86,Public Relations Manager,Animator,Film Director,Video Editor,Journalist
all,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,90,69,67,52,70,85,89,73,64,34,Data Analyst,Data Scientist,Cybersecurity Analyst,Database Administrator,Systems Analyst
all,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,47,58,53,90,71,74,45,53,78,93,Animator,Film Director,Video Editor,Journalist,Content Writer
all,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,79,84,82,73,70,71,82,81,77,74,Accountant,Chartered Accountant (CA),Marketing Manager,Human Resource Manager,Operations Manager
Defense,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,79,84,43,51,100,84,68,47,93,71,Navy Officer,Army Officer,Air Force Officer,Defense Scientist,Coast Guard Officer
Science,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,99,81,76,34,82,100,95,58,94,43,Physicist,Chemist,Mathematician,Statistician,Geologist
Defense,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,89,64,52,54,65,86,97,59,38,45,Defense Scientist,Navy Officer,Army Officer,Air Force Officer,Coast Guard Officer
all,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,62,61,100,89,54,62,82,100,43,67,Public Relations Manager,IT Project Manager,Training Manager,Accountant,Chartered Accountant (CA)
Media & Creative,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,50,56,74,83,54,35,60,72,70,60,Animator,Film Director,Video Editor,Journalist,Content Writer
IT & Computer,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,66,74,37,43,62,80,73,40,83,70,Software Developer,Web Developer,Mobile App Developer,Network Engineer,Cloud Engineer
all,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,50,77,42,91,51,61,62,71,79,98,IT Project Manager,Accountant,Chartered Accountant (CA),Marketing Manager,Human Resource Manager
Media & Creative,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,53,70,58,74,68,70,40,70,79,79,Public Relations Manager,Graphic Designer,Animator,Film Director,Video Editor
Engineering,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,76,64,38,38,63,86,84,60,46,28,Civil Engineer,Mechanical Engineer,Electrical Engineer,Electronics Engineer,Chemical Engineer
Hospitality,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,65,66,88,82,57,57,53,85,55,90,Hotel Manager,Event Manager,Airline Manager,Wedding Planner,NGO Program Manager
all,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,95,60,64,85,74,90,70,72,62,97,IT Project Manager,Accountant,Chartered Accountant (CA),Marketing Manager,Human Resource Manager
Design,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,55,49,42,45,58,65,50,53,78,45,Architect,Urban Planner,Interior Designer,Industrial Designer,Graphic Designer
Space Science,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,99,92,97,69,92,92,99,85,75,25,Space Scientist,ISRO Scientist,DRDO Scientist,Astronomer,Aerospace Engineer
Aviation,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,67,77,74,79,53,54,83,92,60,63,Pilot,Commercial Pilot,Air Traffic Controller,Flight Dispatcher,Aircraft Maintenance Engineer
all,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,96,79,70,60,85,78,77,51,72,56,Network Engineer,Cloud Engineer,AI Engineer,Machine Learning Engineer,DevOps Engineer
all,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,65,56,40,60,70,76,63,42,62,58,Software Developer,Web Developer,Mobile App Developer,Game Developer,Software Tester / QA Engineer
IT & Computer,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,70,63,34,60,69,79,62,50,60,58,Software Developer,Web Developer,Mobile App Developer,Game Developer,Software Tester / QA Engineer
Hospitality,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,83,75,62,77,46,61,78,69,66,84,Hotel Manager,Event Manager,Airline Manager,Wedding Planner,NGO Program Manager
Design,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,74,85,70,72,77,56,70,67,77,48,Architect,Urban Planner,Interior Designer,Industrial Designer,Graphic Designer
Defense,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,73,60,49,65,65,64,86,60,68,54,Navy Officer,Army Officer,Air Force Officer,Defense Scientist,Coast Guard Officer
Biotech,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,59,66,75,64,52,88,68,57,50,44,Biomedical Engineer,Agricultural Scientist,Environmental Scientist,Food Technologist,Biotechnologist
Fashion,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,46,71,71,69,79,70,24,65,84,83,Fashion Designer,Textile Designer,Makeup Artist,Cosmetologist,Fashion Stylist
Business & Finance,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,72,92,69,77,58,61,60,87,69,82,Accountant,Chartered Accountant (CA),Marketing Manager,Human Resource Manager,Operations Manager
Fashion,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,50,54,69,68,91,63,48,68,74,58,Cosmetologist,Fashion Designer,Textile Designer,Makeup Artist,Fashion Stylist
Hospitality,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,58,58,90,90,60,66,61,81,49,86,Hotel Manager,Event Manager,Airline Manager,Wedding Planner,NGO Program Manager
Forensics,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,78,62,85,49,43,75,73,69,19,57,Forensic Scientist,Criminologist,Crime Scene Investigator,Forensic Psychologist,Digital Forensics Analyst
all,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,51,55,44,49,54,66,49,47,49,71,Animator,Film Director,Video Editor,Journalist,Content Writer
Science,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,84,74,52,55,72,71,78,52,61,54,Physicist,Chemist,Mathematician,Statistician,Geologist
all,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,83,53,71,48,67,71,71,73,47,44,Network Engineer,Cloud Engineer,AI Engineer,Machine Learning Engineer,DevOps Engineer
Science,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,70,68,65,55,79,65,76,72,66,63,Physicist,Chemist,Mathematician,Statistician,Geologist
Business & Finance,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,56,56,69,60,57,53,81,68,22,49,Accountant,Chartered Accountant (CA),Marketing Manager,Human Resource Manager,Operations Manager
Science,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,84,78,43,63,87,78,82,45,77,59,Physicist,Chemist,Mathematician,Statistician,Geologist
Healthcare,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,50,38,66,78,41,61,59,69,28,87,Doctor,Nurse,Pharmacist,Medical Lab Technologist,Medical Researcher
Law & Government,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,63,76,67,76,60,67,72,79,53,60,Social Welfare Officer,Lawyer / Advocate,Judge,Legal Advisor,Public Prosecutor
Science,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,87,81,83,43,83,76,98,83,75,26,Physicist,Chemist,Mathematician,Statistician,Geologist
all,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,65,77,87,76,73,59,67,77,92,69,Public Relations Manager,Graphic Designer,Animator,Film Director,Video Editor
all,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,77,72,60,78,70,76,47,56,90,86,Animator,Film Director,Video Editor,Journalist,Content Writer
all,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,80,70,55,62,39,64,90,54,45,83,IT Project Manager,Network Engineer,Cloud Engineer,AI Engineer,Machine Learning Engineer
all,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,44,70,43,68,76,60,49,61,96,76,Graphic Designer,Fashion Designer,Interior Designer,Social Media Manager,VFX Artist
Space Science,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,100,76,52,72,62,84,91,61,55,88,Space Scientist,ISRO Scientist,DRDO Scientist,Astronomer,Aerospace Engineer
all,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,65,61,72,84,44,52,59,71,54,91,Animator,Film Director,Video Editor,Journalist,Content Writer
Healthcare,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,92,81,100,53,52,70,80,79,70,44,Doctor,Nurse,Pharmacist,Medical Lab Technologist,Biomedical Scientist
Biotech,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,80,81,65,83,69,62,96,72,67,83,Tourism Manager,Real Estate Manager,Biomedical Engineer,Agricultural Scientist,Environmental Scientist
Biotech,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,81,99,46,59,67,81,71,64,69,49,Biomedical Engineer,Agricultural Scientist,Environmental Scientist,Food Technologist,Biotechnologist
Media & Creative,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,47,54,56,74,55,37,38,66,89,72,Graphic Designer,Fashion Designer,Interior Designer,Social Media Manager,VFX Artist
all,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,88,67,52,48,83,99,73,55,67,42,Software Developer,Web Developer,Mobile App Developer,Network Engineer,Cloud Engineer
all,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,71,92,82,70,78,74,71,73,83,74,Accountant,Chartered Accountant (CA),Marketing Manager,Human Resource Manager,Operations Manager
Engineering,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,100,96,49,48,81,79,94,48,73,55,Civil Engineer,Mechanical Engineer,Electrical Engineer,Electronics Engineer,Chemical Engineer
Media & Creative,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,73,83,87,64,73,73,69,83,89,74,Public Relations Manager,Graphic Designer,Animator,Film Director,Video Editor
all,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,91,67,32,55,64,83,96,48,43,42,Software Developer,Web Developer,Mobile App Developer,Data Analyst,Data Scientist
Space Science,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,100,100,94,97,99,99,86,91,95,99,Space Scientist,ISRO Scientist,DRDO Scientist,Astronomer,Aerospace Engineer
all,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,63,44,58,65,82,86,36,66,57,92,Social Worker,School Teacher,Professor,Special Education Teacher,Social Welfare Officer
Education,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,54,38,81,79,71,69,44,85,71,74,School Teacher,Professor,Special Education Teacher,Training Manager,College Lecturer
Marine,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,64,65,65,55,63,60,69,58,80,66,Ship Captain,Marine Engineer,Marine Biologist,Naval Architect,Oceanographer
Healthcare,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,47,54,49,79,60,57,48,68,60,81,Social Worker,Doctor,Dentist,Nurse,Pharmacist
all,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,66,64,100,96,59,63,63,92,70,84,Social Worker,School Teacher,Professor,Special Education Teacher,Social Welfare Officer
Marine,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,86,58,77,64,70,85,79,78,49,62,Marine Engineer,Ship Captain,Marine Biologist,Naval Architect,Oceanographer
Sports / Fitness,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,53,38,70,68,59,69,30,56,38,88,Sports Coach,Fitness Trainer,Yoga Instructor,Sports Physiotherapist,Sports Psychologist
Research,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,78,77,66,78,85,85,67,68,74,66,Research Scientist,Data Scientist,Research Analyst,Laboratory Researcher,Scientific Writer
Hospitality,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,51,65,89,93,57,42,64,87,67,77,Hotel Manager,Event Manager,Airline Manager,Wedding Planner,NGO Program Manager
Biotech,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,79,75,59,65,82,87,60,78,100,65,Tourism Manager,Real Estate Manager,Biomedical Engineer,Food Technologist,Biotechnologist
Aviation,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,40,65,73,61,68,44,78,68,64,87,Pilot,Commercial Pilot,Air Traffic Controller,Flight Dispatcher,Aircraft Maintenance Engineer
all,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,46,75,47,54,46,44,54,45,87,75,Investment Banker,Auditor,Management Consultant,Banking Officer,Digital Marketing Specialist
all,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,60,57,58,55,86,47,48,66,86,73,Graphic Designer,Animator,Film Director,Video Editor,Journalist
all,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,74,62,48,42,55,67,62,58,48,51,Investment Banker,Auditor,Management Consultant,Banking Officer,Digital Marketing Specialist
Media & Creative,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,47,81,58,89,71,35,41,66,77,81,Graphic Designer,Fashion Designer,Interior Designer,Social Media Manager,VFX Artist
Sports / Fitness,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,57,72,58,85,47,56,68,72,43,93,Sports Coach,Fitness Trainer,Yoga Instructor,Sports Physiotherapist,Sports Psychologist
Marine,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,86,58,68,76,58,83,86,73,32,41,Marine Engineer,Ship Captain,Marine Biologist,Naval Architect,Oceanographer
Aviation,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,82,77,79,90,36,62,79,74,48,79,Aircraft Maintenance Engineer,Pilot,Commercial Pilot,Air Traffic Controller,Flight Dispatcher
Law & Government,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,91,68,92,63,47,65,79,82,44,66,Social Welfare Officer,Lawyer / Advocate,Judge,Legal Advisor,Public Prosecutor
all,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,81,47,69,35,54,79,52,67,42,45,Animator,Film Director,Video Editor,Journalist,Content Writer
all,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,29,48,75,71,74,60,39,84,88,91,Social Worker,School Teacher,Professor,Special Education Teacher,Social Welfare Officer
Law & Government,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,46,55,64,82,54,73,55,65,56,94,Social Welfare Officer,Lawyer / Advocate,Judge,Legal Advisor,Public Prosecutor
Fashion,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,46,69,48,78,73,57,37,63,91,89,Fashion Designer,Textile Designer,Makeup Artist,Cosmetologist,Fashion Stylist
Business & Finance,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,87,56,44,75,24,57,90,51,38,88,Accountant,Chartered Accountant (CA),Marketing Manager,Human Resource Manager,Operations Manager
all,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,52,59,83,82,89,67,58,75,54,50,Investment Banker,Auditor,Management Consultant,Banking Officer,Digital Marketing Specialist
all,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,58,85,74,57,57,71,61,77,57,67,IT Project Manager,Doctor,Nurse,Pharmacist,Medical Lab Technologist
Education,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,69,55,71,66,73,67,61,86,71,50,Training Manager,School Teacher,College Lecturer,Professor,Special Education Teacher
all,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,66,35,62,44,57,70,55,59,39,56,IT Support Specialist,Technical Consultant,Ethical Hacker,Game Tester,Esports Player
Law & Government,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,69,37,77,57,36,72,44,81,23,53,Social Welfare Officer,Lawyer / Advocate,Judge,Legal Advisor,Public Prosecutor
Biotech,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,73,79,63,72,90,100,61,63,94,77,Tourism Manager,Real Estate Manager,Biomedical Engineer,Agricultural Scientist,Food Technologist
all,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,65,82,48,79,69,47,69,65,93,74,Graphic Designer,Fashion Designer,Interior Designer,Social Media Manager,VFX Artist
Aviation,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,83,70,56,47,68,76,91,69,67,43,Aircraft Maintenance Engineer,Pilot,Commercial Pilot,Air Traffic Controller,Flight Dispatcher
Engineering,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,79,88,54,80,97,93,91,53,73,56,Civil Engineer,Mechanical Engineer,Electrical Engineer,Electronics Engineer,Chemical Engineer
all,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,87,68,73,69,62,75,83,93,69,36,Network Engineer,Cloud Engineer,AI Engineer,Machine Learning Engineer,DevOps Engineer
Media & Creative,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,37,56,80,74,63,46,22,85,79,80,Graphic Designer,Fashion Designer,Interior Designer,Social Media Manager,VFX Artist
all,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,83,82,98,81,89,85,75,91,79,86,IT Project Manager,Training Manager,Accountant,Chartered Accountant (CA),Marketing Manager
Media & Creative,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,44,75,58,50,77,50,46,71,81,64,Animator,Film Director,Video Editor,Journalist,Content Writer
Fashion,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,48,71,56,92,63,35,53,81,81,64,Fashion Designer,Textile Designer,Makeup Artist,Cosmetologist,Fashion Stylist
all,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,76,92,68,64,61,64,100,85,64,66,IT Project Manager,Accountant,Chartered Accountant (CA),Marketing Manager,Human Resource Manager
all,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,77,93,59,67,94,86,78,61,79,53,Software Developer,Web Developer,Mobile App Developer,Network Engineer,Cloud Engineer
Sports / Fitness,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,33,71,89,45,76,56,42,74,81,60,Sports Coach,Fitness Trainer,Yoga Instructor,Sports Physiotherapist,Sports Psychologist
all,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,91,54,40,86,84,95,64,84,36,75,Public Relations Manager,Doctor,Nurse,Pharmacist,Medical Lab Technologist
Sports / Fitness,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,69,57,61,55,61,64,62,52,67,85,Sports Coach,Fitness Trainer,Yoga Instructor,Sports Physiotherapist,Sports Psychologist
Engineering,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,77,60,82,51,80,77,69,81,63,50,Civil Engineer,Mechanical Engineer,Electrical Engineer,Electronics Engineer,Chemical Engineer
Healthcare,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,70,51,82,74,78,83,44,67,47,89,Social Worker,Doctor,Nurse,Pharmacist,Medical Lab Technologist
all,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,71,34,55,49,51,90,65,51,35,56,Network Engineer,Cloud Engineer,AI Engineer,Machine Learning Engineer,DevOps Engineer
Space Science,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,93,90,43,47,82,86,92,36,66,61,Space Scientist,ISRO Scientist,DRDO Scientist,Astronomer,Aerospace Engineer
all,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,93,66,95,90,71,68,86,78,64,63,IT Project Manager,Training Manager,Accountant,Chartered Accountant (CA),Marketing Manager
all,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,88,70,42,59,71,71,85,53,62,65,Network Engineer,Cloud Engineer,AI Engineer,Machine Learning Engineer,DevOps Engineer
Media & Creative,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,68,72,69,62,76,75,53,82,92,63,Public Relations Manager,Graphic Designer,Animator,Film Director,Video Editor
all,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,81,80,33,47,100,77,78,61,100,50,Network Engineer,Cloud Engineer,AI Engineer,Machine Learning Engineer,DevOps Engineer
all,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,56,92,73,68,73,48,82,77,86,65,Public Relations Manager,Animator,Film Director,Video Editor,Journalist
Hospitality,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,69,91,68,94,61,61,89,77,73,86,Hotel Manager,Event Manager,Airline Manager,Wedding Planner,NGO Program Manager
Design,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,59,79,50,51,54,57,56,63,87,62,Architect,Urban Planner,Interior Designer,Industrial Designer,Graphic Designer
Research,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,71,80,50,92,90,75,94,79,93,87,Research Scientist,Data Scientist,Research Analyst,Laboratory Researcher,Scientific Writer
all,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,75,73,62,42,68,88,81,62,63,43,Network Engineer,Cloud Engineer,AI Engineer,Machine Learning Engineer,DevOps Engineer
all,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,63,59,63,50,63,57,57,62,82,86,Animator,Film Director,Video Editor,Journalist,Content Writer
Business & Finance,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,85,61,65,93,43,65,93,69,32,97,Accountant,Chartered Accountant (CA),Marketing Manager,Human Resource Manager,Operations Manager
all,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,80,59,81,64,59,82,59,68,50,64,IT Project Manager,Doctor,Nurse,Pharmacist,Medical Lab Technologist
all,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,54,82,100,81,90,63,84,91,66,86,Public Relations Manager,IT Project Manager,Training Manager,Accountant,Chartered Accountant (CA)
Design,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,86,79,70,82,98,74,81,67,85,74,Architect,Urban Planner,Interior Designer,Industrial Designer,Graphic Designer
IT & Computer,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,79,75,32,60,76,81,87,47,86,69,Network Engineer,Cloud Engineer,AI Engineer,Machine Learning Engineer,DevOps Engineer
Business & Finance,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,48,44,82,74,73,59,52,65,73,68,Investment Banker,Auditor,Management Consultant,Banking Officer,Digital Marketing Specialist
all,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,85,57,98,82,37,79,81,100,48,73,Accountant,Chartered Accountant (CA),Marketing Manager,Human Resource Manager,Operations Manager
IT & Computer,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,82,59,50,31,72,73,66,58,57,27,Software Developer,Web Developer,Mobile App Developer,Game Developer,Software Tester / QA Engineer
all,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,49,44,48,56,68,77,59,48,52,73,Network Engineer,Cloud Engineer,AI Engineer,Machine Learning Engineer,DevOps Engineer
Fashion,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,63,72,84,85,89,60,65,72,92,68,Fashion Designer,Textile Designer,Makeup Artist,Cosmetologist,Fashion Stylist
all,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,94,77,40,94,28,49,97,68,45,68,Accountant,Chartered Accountant (CA),Marketing Manager,Human Resource Manager,Operations Manager
Media & Creative,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,69,78,77,72,79,62,60,82,91,59,Public Relations Manager,Graphic Designer,Animator,Film Director,Video Editor
Defense,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,72,64,61,55,73,50,84,60,59,56,Navy Officer,Army Officer,Air Force Officer,Defense Scientist,Coast Guard Officer
all,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,60,62,67,63,82,58,44,56,93,81,Graphic Designer,Fashion Designer,Interior Designer,Social Media Manager,VFX Artist
Law & Government,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,61,88,77,73,60,70,90,84,73,70,Social Welfare Officer,Policy Analyst,Lawyer / Advocate,Judge,Legal Advisor
Science,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,86,79,86,80,68,67,97,72,66,61,Physicist,Chemist,Mathematician,Statistician,Geologist
Biotech,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,38,54,84,36,75,78,49,72,79,56,Food Technologist,Biotechnologist,Microbiologist,Geneticist,Marine Biologist
Science,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,75,85,31,54,77,71,91,32,72,55,Physicist,Chemist,Mathematician,Statistician,Geologist
Forensics,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,72,55,96,80,60,59,61,82,61,50,Criminologist,Forensic Scientist,Crime Scene Investigator,Forensic Psychologist,Digital Forensics Analyst
all,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,49,55,45,48,54,45,61,55,61,79,IT Support Specialist,Technical Consultant,Ethical Hacker,Game Tester,Esports Player
Marine,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,74,62,80,70,46,77,78,86,68,68,Marine Engineer,Ship Captain,Marine Biologist,Naval Architect,Oceanographer
Aviation,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,48,59,73,59,66,75,62,76,58,45,Aircraft Maintenance Engineer,Pilot,Commercial Pilot,Air Traffic Controller,Flight Dispatcher
Media & Creative,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,30,60,65,65,55,37,35,71,99,61,Graphic Designer,Fashion Designer,Interior Designer,Social Media Manager,VFX Artist
Defense,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,89,86,83,77,69,76,92,76,72,100,Defense Scientist,Navy Officer,Army Officer,Air Force Officer,Coast Guard Officer
IT & Computer,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,77,73,65,72,59,77,67,62,57,48,Software Developer,Web Developer,Mobile App Developer,Network Engineer,Cloud Engineer
Design,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,53,80,78,100,51,37,52,71,82,95,Interior Designer,Industrial Designer,Graphic Designer,Architect,Urban Planner
Biotech,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,64,44,39,29,85,88,69,62,57,20,Agricultural Scientist,Environmental Scientist,Biomedical Engineer,Food Technologist,Biotechnologist
Research,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,68,81,70,40,84,90,79,64,76,64,Research Scientist,Data Scientist,Research Analyst,Laboratory Researcher,Scientific Writer
Healthcare,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,91,59,41,65,66,79,88,49,35,68,Biomedical Scientist,Doctor,Nurse,Pharmacist,Medical Lab Technologist
